title,rating_ordinal
Ham on Rye,2
The Dead Girls' Dance,1
Days of Blood & Starlight,2
Milk and Honey,1
China Blues,1
Impulse,2
Gabriel's Rapture,2
Old Man's War,2
Lullaby,0
Vicious,2
Need,0
The Crystal Cave,1
The Summer I Turned Pretty,1
The Scorpio Races,1
The Cruel Prince,1
Who Moved My Cheese?,0
The Forever War,2
The Traitor's Emblem,0
The Painted Bird,1
Life As We Knew It,1
Don't Judge a Girl by Her Cover,2
Cat's Eye,1
The Children of Húrin,1
Can You Keep a Secret?,0
A Good Man is Hard to Find and Other Stories,2
If Tomorrow Comes,1
Real,2
Hollow City,1
Kissed by an Angel/The Power of Love/Soulmates,1
All Things Bright and Beautiful,2
Where the Crawdads Sing,2
The Sword of Shannara,0
The Mayor of Casterbridge,0
The Casual Vacancy,0
Notes from Underground,2
The Shadow Rising,2
The Manufactured Identity,0
A Storm of Swords: Blood and Gold,2
Killing Floor,1
Freedom,0
A Voice in the Wind,2
Less Than Zero,0
Dolores Claiborne,0
The Iron Knight,2
Vampire Academy Collection,2
Three Comrades,2
Centennial,2
The Miraculous Journey of Edward Tulane,2
Reaper Man,2
Hunger,1
Narcissus and Goldmund,2
Rendezvous with Rama,1
Entwined with You,2
Even Cowgirls Get the Blues,0
The Illustrated Man,1
The Power of Now: A Guide to Spiritual Enlightenment,1
Demons,2
Unparalleled,2
The Third Policeman,1
The Opportunist,2
Fathers and Sons,1
Skulduggery Pleasant,1
Complicate Me,1
A Suitable Boy,1
The Day of the Jackal,2
Quiet: The Power of Introverts in a World That Can't Stop Talking,1
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,1
Midwives,1
Eragon Eldest & Brisingr,2
Cloudy With a Chance of Meatballs,2
Girl Interrupted,1
Crossed,0
The New York Trilogy,0
Wolf Hall,0
Flipped,1
Preludes & Nocturnes,2
After Dark,0
The False Prince,2
Pope Joan,1
Ahab's Wife or The Star-Gazer,1
Think and Grow Rich,2
The Invisible Man,0
Endurance: Shackleton's Incredible Voyage,2
The Ask and the Answer,2
Noughts & Crosses,2
Tell No One,1
The Art of Happiness,2
The Book of Lost Things,1
Les Liaisons dangereuses,1
The Storyteller,2
Grendel,0
Tomorrow When the War Began,1
The Brothers K,2
Wallbanger,1
Adhaata Asao's Liege,2
The Book of Negroes,2
Dead Souls,1
The Boy Who Sneaks in My Bedroom Window,1
Shadow of Night,1
Quidditch Through the Ages,0
Boy's Life,2
The Death of Ivan Ilych,1
Turtles All the Way Down,1
Blood Bound,2
Hometown Girl at Heart,2
The Last Wish,1
Magic Bleeds,2
Harry Potter and the Cursed Child: Parts One and Two,0
People of the Book,1
The Cuckoo's Calling,0
Monsters of Men,2
The Constitution of the United States of America,2
Masquerade,1
The High Lord,1
Die for Me,1
Women,0
Four: A Divergent Story Collection,1
Bone Crossed,2
The Heir,0
Royal Assassin,2
Only the Good Spy Young,2
The Eyes of the Dragon,1
Tinker Tailor Soldier Spy,1
The Gathering Storm,2
Educated,2
Archibald Finch and the Lost Witches (Archibald Finch #1),2
The Final Warning,0
Lola and the Boy Next Door,1
Mrs. Frisby and the Rats of NIMH,2
Big Little Lies,2
Kiss the Girls,1
The Great Book of Amber,2
Fang,1
Lover Unleashed,2
Daughter of Fortune,1
Keeper of the Lost Cities,2
About a Boy,0
Captive in the Dark,1
Glass Sword,0
American Pastoral,1
Weaveworld,1
The Magicians' Guild,1
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,1
The Light Between Oceans,1
Angels' Blood,1
The Beach,1
The Sunne in Splendour,2
The Rosie Project,1
The Epic of Gilgamesh,0
The Heart Is a Lonely Hunter,1
Warm Bodies,1
Yertle the Turtle and Other Stories,2
The Demon-Haunted World: Science as a Candle in the Dark,2
The Alexandria Quartet,2
Master of the Game,1
The Wee Free Men,2
My Story: A Child Called It The Lost Boy A Man Named Dave,2
Ana Rocha: Shadows of Justice,2
The Power and the Glory,1
North and South,2
On the Island,1
Franz Kafka's The Castle (Dramatization),1
As You Like It,0
The Fiery Heart,2
The Moonstone,1
Sons and Lovers,0
Succubus Blues,1
Pedro Páramo,1
The Complete Stories,2
Doomsday Book,1
The Last Temptation of Christ,2
The Kill Order,0
Martin Eden,2
War and Remembrance,2
Table 21,0
Long Walk to Freedom,2
Down and Rising,2
Lord of Misrule,2
Wild: From Lost to Found on the Pacific Crest Trail,1
Nobody Loves a Bigfoot Like a Bigfoot Babe,1
The Source,2
The Language of Flowers,1
The Raven,2
Midnight Alley,1
Switch! The Lost Kingdoms of Karibu,2
Torn,1
Kingdom of Ash,2
The Wishing Spell,2
Paranormalcy,1
Night World No. 3,2
The Surgeon,1
The Purpose Driven Life: What on Earth Am I Here for?,1
Portnoy's Complaint,0
The Demon King,2
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,1
The Collected Poems of W.B. Yeats,2
The Eight,1
Red Storm Rising,2
The Diving Bell and the Butterfly,1
Caraval,1
Firelight,0
Animal Vegetable Miracle: A Year of Food Life,1
Tigana,1
The Savage Detectives,1
Bossypants,1
Stargazer,0
Where the Sidewalk Ends,2
I Am Legend,1
The Bone Collector,2
The Illuminatus! Trilogy,1
Firefly Lane,1
Circe,2
Post Office,1
Magic Strikes,2
Persepolis: The Story of a Childhood,2
The Darkest Night,1
Red White & Royal Blue,2
A Distant Mirror: The Calamitous 14th Century,1
Half of a Yellow Sun,2
The Threat Below,2
Band of Brothers: E Company 506th Regiment 101st Airborne from Normandy to Hitler's Eagle's Nest,2
Dragonflight,1
Silent Spring,1
Nicholas Nickleby,1
Feast of Fools,2
Demonglass,1
The Oedipus Cycle: Oedipus Rex Oedipus at Colonus Antigone,1
Katherine,2
The Power of Six,2
Trouble on Main Street,2
Animal Dreams,1
Americanah,2
Dead in the Family,1
Medea,0
Steve Jobs,2
Soulless,1
This Side of Paradise,0
The DUFF: Designated Ugly Fat Friend,0
Eleanor Oliphant Is Completely Fine,2
The Demigod Files,1
Before I Die,0
Fast Food Nation: The Dark Side of the All-American Meal,0
Requiem,0
Lirael,2
Carpe Corpus,2
The Invisible Game: Mindset of a Winning Team,2
Gathering Blue,0
Sliding on the Snow Stone,1
This Man,1
Island,0
The Rum Diary,0
Kindred,2
When Breath Becomes Air,2
Wither,0
Ascend,1
Rich Dad Poor Dad,1
My Name Is Red,0
Out of Africa,1
Eats Shoots & Leaves: The Zero Tolerance Approach to Punctuation,0
The Black Jewels Trilogy: Daughter of the Blood Heir to the Shadows Queen of the Darkness,2
Never Fade,2
A Modest Proposal and Other Satirical Works,1
Beautiful Bastard,1
The Runaway Bunny,1
World After,2
Identical,2
Noble House,2
The Bridge on the Drina,2
Abhorsen,2
Giovanni's Room,2
Silver Borne,2
Suttree,2
The Ultimate Religion,2
Station Eleven,1
Rebel Angels,1
The Forest of Hands and Teeth,0
The Year of the Flood,1
Men Are from Mars Women Are from Venus,0
Beyond Good and Evil,1
Reason to Breathe,2
Kiss of Midnight,1
Diary,0
Hard Times,0
Ringworld,1
Tatiana and Alexander,2
Uprooted,1
The Cat in the Hat Comes Back,0
Suite Française,0
The Physician,2
Down and Out in Paris and London,1
The King of Attolia,2
The Selected Writings of Edgar Allan Poe,2
The Mysterious Affair at Styles,1
The Young Elites,0
Book of a Thousand Days,1
Survival in Auschwitz,2
Shadowland,0
The Magicians,0
Death Note Vol. 1: Boredom,2
Long Day's Journey into Night,1
A Bird Without Wings,2
Flatland: A Romance of Many Dimensions,0
The Girl Who Loved Tom Gordon,0
Code Name Verity,1
Ptolemy's Gate,2
Just One Day,1
Some Girls Bite,1
Reading Lolita in Tehran: A Memoir in Books,0
Wool Omnibus,2
Messenger,1
After Forever Ends,1
Eva Luna,1
The Human Obsession,2
Sputnik Sweetheart,0
Fragile Eternity,0
Crash,0
The Communist Manifesto,0
Lisey's Story,0
My Life Next Door,1
Sarah Plain and Tall,0
Dark Flame,0
Good Night Mr. Tom,2
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,2
The Diviners,1
Haroun and the Sea of Stories,1
The Call of the Wild White Fang and Other Stories,1
Nightfall,0
Thud!,2
The Lottery and Other Stories,1
The Light Fantastic,1
The Sense of an Ending,0
Moon Palace,1
O Pioneers!,0
Opposition,2
A Storm of Swords: Steel and Snow,2
Moloka'i,2
Chain Reaction,1
The Golem's Eye,1
Let the Great World Spin,1
Common Sense,1
The End of Eternity,2
The Vampire Armand,0
Drum Beats Heart Beats (Dancing Soul Trilogy #3),2
Black Boy,1
Pure,2
Ghost Story,1
Dance with the Devil,2
In Search of Lost Time,2
Galápagos,0
The Kiss of Deception,1
The Guardian of Secrets and Her Deathly Pact,2
The Candidate and other stories,2
The True Confessions of Charlotte Doyle,0
The Sword of Summer,2
Buddenbrooks: The Decline of a Family,2
The Harry Potter Collection 1-4,2
The Egyptian,2
Blood Red Road,1
Intensity,1
Deity,2
God Is Not Great: How Religion Poisons Everything,1
The Daughter of Time,1
Splintered,1
Eye for Eye,2
The Seven Husbands of Evelyn Hugo,2
Winesburg Ohio,0
Leviathan,1
The Kitchen House,2
Lips of a Mastodon,1
A Wind in the Door,1
Dark Matter,1
Eye of the Needle,2
Our Mutual Friend,1
The Winner's Curse,1
Xenocide,0
The Earthsea Trilogy,2
Nickel and Dimed: On (Not) Getting by in America,0
Annabel Horton: Lost Witch of Salem,2
The Wrath and the Dawn,1
The Lords of Discipline,2
Existence,1
After,0
Tell the Wolves I'm Home,1
Faith of the Fallen,1
The Reptile Room,1
Finnikin of the Rock,0
The Mill on the Floss,0
Reckless,2
Defending Jacob,1
Twilight,2
The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth,1
Eon: Dragoneye Reborn,1
Wives and Daughters,1
Heart of a Dog,1
The Rise of Nine,2
Doctor Sleep,1
The Steps: 12 Secrets To Raising Happy and Successful Kids,2
The Testing,1
The City of Dreaming Books,2
The Return of the Native,0
The Fall of the House of Usher and Other Tales,2
More Than This,1
To Say Nothing of the Dog,1
The House at Riverton,1
The Rainmaker,1
Dreamland,1
The Forbidden Game,2
The Thief,0
Warbreaker,2
Salt to the Sea,2
The Long Goodbye,2
This Girl,1
Nevermore,0
Amy & Roger's Epic Detour,1
Rise of the Evening Star,2
Night Watch,1
The Fall of Hyperion,2
Ship of Magic,1
Little Dorrit,1
Slave to Sensation,1
Daddy-Long-Legs,2
The Sight,2
We the Living,1
Beautiful Chaos,1
The Sweet Far Thing,1
The Coincidence of Callie & Kayden,2
The Cadaver Factory,2
The Long Dark Tea-Time of the Soul,1
Someone Like You,1
Explosion in Paris,1
Oathbringer,2
Lord of Chaos,1
Our Town,0
A Song of Ice and Fire,2
By the River Piedra I Sat Down and Wept,0
Stone of Tears,1
The House on Mango Street,0
Carnal: Somewhere Over 40 Winks,0
Gates of Fire,2
The Dragonbone Chair,1
Son of the Shadows,2
The Orb of Truth,0
Bag of Bones,1
Wild Magic,2
So Long and Thanks for All the Fish,1
Child 44,1
Confessions,1
House Rules,1
Tales of the City,1
Grave Mercy,1
The Raven King,2
The Rules of Attraction,0
Beyond the Shadows,2
Avalon High,0
Since You've Been Gone,1
Tangled,1
Making Faces,2
The Sword in the Stone,1
Oranges Are Not the Only Fruit,0
The Grand Delusion,1
P.S. I Still Love You,1
The Brothers Lionheart,2
Bloodlines,0
Along Came a Spider,1
Heist Society,1
Black Hawk Down: A Story of Modern War,2
Equal Rites,1
The Sign of Four,1
Hannibal,0
Lord Jim,0
Shadow's Edge,2
Sphere,0
The Rise and Fall of the Third Reich: A History of Nazi Germany,2
Significance,1
The Snowman,1
The Twits,1
Enna Burning,1
The Second Sex,1
Free Four: Tobias Tells the Divergent Knife-Throwing Scene,2
A Hunger Like No Other,2
Rage of Angels,1
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,1
The Tattooist of Auschwitz,2
Follow the River,2
Baby,0
The Constant Princess,1
Shadowland,1
Fruits Basket Vol. 1,2
Under the Volcano,0
Fade Out,2
The Silent Patient,1
The Electric Kool-Aid Acid Test,1
Heart of Darkness and The Secret Sharer,0
The Testament,0
These Happy Golden Years,2
The House at Pooh Corner,2
Night Play,2
The Novice,1
The Tea Rose,2
Raintree County,1
Magic Burns,2
Percy Jackson's Greek Gods,2
Housekeeping,0
Alas Babylon,1
Soul Music,1
The Mummy,0
No Exit and Three Other Plays,1
The Pickwick Papers,0
Gaudy Night,2
Take My Heart,2
Seduced in the Dark,2
Sunshine,0
A Gentleman in Moscow,2
One Thousand White Women: The Journals of May Dodd,0
Dream Caster,2
The Executioner's Song,1
The Naming,1
Bitterblue,1
The Talented Mr. Ripley,1
Spells,1
Horton Hears a Who!,2
Vampire Princess Rising,2
The Gulag Archipelago 1918–1956,2
First Drop of Crimson,2
Leaving Paradise,1
The Great Alone,2
When Nietzsche Wept,2
Seraphina,1
Cold Comfort Farm,1
Monstrous Regiment,2
The Wicked King,2
The Andromeda Strain,1
The Sneetches and Other Stories,2
At Swim-Two-Birds,1
Incarceron,0
Quicksilver,1
Circus of the Damned,2
Om Chanting and Meditation,0
Wyrd Sisters,1
Batman: The Killing Joke,2
Maybe Someday,2
Five Feet Apart,2
Prey,0
Willow,1
Magic Study,1
My Brilliant Friend,1
A Knight in Shining Armor,2
The Mammoth Hunters,1
At First Sight,0
Dark Visions,2
Last Exit to Brooklyn,0
The Call of Cthulhu and Other Weird Stories,2
A Living Nightmare,1
My Sister's Grave,1
Falling Up,2
Stormbreaker,1
Mateguas Island: A Novel of Horror and Suspense,0
Immortality,2
Pollyanna,1
Alice's Adventures in Wonderland,1
Raise High the Roof Beam Carpenters & Seymour: An Introduction,1
Wide Sargasso Sea,0
The Four Agreements: A Practical Guide to Personal Freedom,2
The Mountain's Morning Song,2
The Body Finder,1
Blood & Spirits,1
The Book of Three,1
Love on the Line,2
Blink: The Power of Thinking Without Thinking,1
What We Talk About When We Talk About Love,2
Blue Moon,1
Strange the Dreamer,2
NOS4A2,1
Good in Bed,0
The Eternity Code,1
Wake,0
What Dreams May Come,1
Second Foundation,2
The Hour I First Believed,0
Alice in Zombieland,1
Attachments,1
Frankie the Ferret,2
First Grave on the Right,1
Master and Commander,1
Written on the Body,1
La Dame aux Camélias,1
The Zahir,0
Trickster's Choice,2
Tiger's Quest,2
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,2
Shadow Souls,0
The Right Stuff,2
This Side of the Grave,2
Anna Dressed in Blood,1
The Fifth Elephant,2
The Prince and the Pauper,0
The Hundred Secret Senses,1
Just Kids,2
A Million Suns,1
A Northern Light,0
The Calvin and Hobbes Tenth Anniversary Book,2
The War of the End of the World,2
The Hobbit: Graphic Novel,2
Anathem,2
A Conjuring of Light,2
Sister Carrie,0
The Van Alen Legacy,1
I've Got Your Number,1
The Sun Is Also a Star,1
In Farleigh Field,1
Witches Abroad,2
The Solitaire Mystery,2
The Miracle of Forgiveness,2
The Lost World,0
Dance Dance Dance,1
Spell Bound,1
Lightning,1
Angel,1
The Discovery of Heaven,2
This Man Confessed,2
Resonance,1
Don't Close Your Eyes,2
Fun Home: A Family Tragicomic,1
True Believer,0
London,1
A Wild Sheep Chase,1
Stuart Little,1
The Sweetness at the Bottom of the Pie,0
God's Spy,0
Blue Lily Lily Blue,2
The Burning Bridge,2
Gandhi: An autobiography,1
Angelfire,1
Africa's Child (Dancing Soul Trilogy #1),2
Winter of the World,2
Fire Study,1
Across the Nightingale Floor,1
Heartless,1
Conjunction,2
A Visit from the Goon Squad,0
Lover at Last,2
Time and Again,1
Oblomov,1
Bartleby the Scrivener,1
The Mysterious Island,1
A Widow for One Year,0
Towers of Midnight,2
Revelations,1
Circle of Five,2
Thinking Fast and Slow,2
The Gentleman's Guide to Vice and Virtue,1
Ask the Dust,1
The Fifth Season,2
The Complete Short Stories of Ernest Hemingway,2
Every Which Way But Dead,2
The Game of Kings,2
The Stars My Destination,1
Horns,1
A Memory of Light,2
Obsidian Butterfly,1
The Tale of the Body Thief,0
Never Too Far,2
Lies,1
Replay,2
Change of Heart,1
1776,1
Starters,1
Brighton Rock,0
The Bone Season,0
Mila 18,2
Duma Key,1
Arcadia,2
Infidel,2
Crossing to Safety,2
The Shelters of Stone,0
Prince of Wolves,1
Strange Angels,0
The Crimson Petal and the White,0
Dreams of Gods and Monsters,2
Wolves of the Calla,2
Hairspray and Lighter,2
Trickster's Queen,2
The Player of Games,2
Written in My Own Heart's Blood,2
Be More Pirate: Or How to Take On the World and Win,0
The Fires of Heaven,2
Lucifer's Hammer,1
Legend,2
Nation,1
The Forsyte Saga,2
Perelandra,1
The Indian in the Cupboard,1
The Woman in the Dunes,1
The Civil War: A Narrative,2
Night Pleasures,2
Cane River,1
The Birth of Venus,0
From Hell,2
The History of Tom Jones a Foundling,0
The Summer Garden,1
Out of Sight Out of Time,2
The Good the Bad and the Undead,2
Roadside Picnic,2
The Best of Me,1
The Husband's Secret,1
Secrets of the Dragon Sanctuary,2
A Gathering of Shadows,2
Look Homeward Angel,1
Washington Square,0
The Longest Ride,2
Love Stargirl,0
The Dark Elf Trilogy Collector's Edition,2
Dragons of Autumn Twilight,1
Wildwood Dancing,1
The Statistical Probability of Love at First Sight,0
The Mysterious Benedict Society and the Perilous Journey,2
Memories of Ice,2
Twenties Girl,0
Grip of the Shadow Plague,2
Life After Life,0
The Black Prism,2
Blackwood Farm,0
Bet Me,1
Whitney My Love,2
Magyk,0
The Secret Keeper,1
Tithe,0
The Immortals of Meluha,1
Lust for Life,2
Siege and Storm,1
As a Man Thinketh,2
When You Reach Me,1
Hate List,1
A Tale for the Time Being,1
Rosemary's Baby,1
Fairest,0
The 13½ Lives of Captain Bluebear,2
Darkly Dreaming Dexter,1
Guns Germs and Steel: The Fates of Human Societies,1
Nutshell,0
Death in Venice,0
A Hero of Our Time,1
Captive Prince: Volume Two,2
Peter and the Starcatchers,1
The Battle for Skandia,2
Silver Shadows,2
Blood Song,2
The Ersatz Elevator,1
The Passion,1
In the Woods,0
The Doors of Perception & Heaven and Hell,1
Between the World and Me,2
An Echo in the Darkness,2
Fear,2
The End,1
The Love Song of J. Alfred Prufrock and Other Poems,2
John Dies at the End,1
Sentinel,2
A Mango-Shaped Space,2
The Name of This Book Is Secret,1
Stillhouse Lake,1
Team of Rivals: The Political Genius of Abraham Lincoln,2
The Plains of Passage,0
The Hidden Oracle,2
Written in Red,2
Special Topics in Calamity Physics,0
November 9,2
Tortilla Flat,0
Harold and the Purple Crayon,2
Dorothy Must Die,0
Feet of Clay,2
Postmortem,1
Tower of Dawn,2
The Lions of Al-Rassan,2
The Bachman Books,1
Fullmetal Alchemist Vol. 1,2
The Curse of Chalion,1
The Book of Illusions,0
Glass,2
South of the Border West of the Sun,0
Steelheart,2
Utopia,0
The Crossing,1
The Garden of Eden,0
Kristin Lavransdatter,2
Angel,0
The Gift of the Magi,1
Autobiography of a Yogi,2
The Baron in the Trees,1
Golden Son,2
The Ghost Moth (The Red Grouse Tales),2
Story of the Eye,0
Falling Kingdoms,0
Ship of Destiny,2
Thief of Time,2
Children of Blood and Bone,1
Death Comes for the Archbishop,1
The Richest Man in Babylon,2
Furies of Calderon,1
Dune Messiah,0
Moon Tiger,0
The Golden Notebook,0
Becoming,2
Elsewhere,1
The Hero and the Crown,2
The Analyst,1
House of Spies,2
The Goddess Test,0
The Lost Colony,1
Bird Box,1
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,0
Mostly Harmless,1
A Merciful Truth,2
Desert Solitaire,2
Burr,1
Everblaze,2
Daisy Jones & The Six,2
The Solitude of Prime Numbers,0
Rubáiyát of Omar Khayyám,2
Exile,2
The Time Keeper,0
The Alloy of Law,2
The Education of Little Tree,1
The Woman in the Window,1
Ronia the Robber's Daughter,2
Narrative of the Life of Frederick Douglass,1
Gregor the Overlander,1
Lover Reborn,2
A Merciful Death,1
Archangel's Kiss,2
In and Out of Step,1
Torment,1
Memories Of My Future,2
